ID,Instancia,Método,Parámetro,T. ejecución,T. construcción,T. mejora,V. total,V. solapamiento,V. 8h,V. 6h,V. tiempo muerto,V. créditos
1624998319924,t3.123.33,first,1,80,14,66,24,24,0,0,0,0
1624998320547,t3.123.33,first,1,91,9,82,24,24,0,0,0,0
1624998321095,t3.123.33,first,1,126,31,95,24,24,0,0,0,0
1624998321377,t3.123.33,first,1,83,16,67,24,24,0,0,0,0
1624998321863,t3.123.33,first,1,91,20,71,24,24,0,0,0,0
1624998322279,t3.123.33,first,1,84,16,68,24,24,0,0,0,0
1624998322363,t3.123.33,first,1,98,28,70,24,24,0,0,0,0
1624998322461,t3.123.33,first,2,220,13,207,56,24,0,0,32,0
1624998322820,t3.123.33,first,2,199,15,184,12,12,0,0,0,0
1624998323176,t3.123.33,first,2,171,16,155,18,18,0,0,0,0
1624998323456,t3.123.33,first,2,238,15,223,12,12,0,0,0,0
1624998324119,t3.123.33,first,2,206,16,190,12,12,0,0,0,0
1624998324636,t3.123.33,first,2,82,21,61,24,24,0,0,0,0
1624998324794,t3.123.33,first,2,189,17,172,12,12,0,0,0,0
1624998325187,t3.123.33,first,2,102,16,86,30,30,0,0,0,0
1624998325394,t3.123.33,first,2,101,16,85,24,24,0,0,0,0
1624998325495,t3.123.33,first,2,274,24,250,49,36,0,0,13,0
1624998326115,t3.123.33,first,2,288,15,273,12,12,0,0,0,0
1624998326403,t3.123.33,first,2,231,21,210,18,18,0,0,0,0
1624998326634,t3.123.33,first,2,146,14,132,12,12,0,0,0,0
1624998326940,t3.123.33,first,2,151,13,138,12,12,0,0,0,0
1624998327505,t3.123.33,first,2,96,24,72,36,36,0,0,0,0
1624998328383,t3.123.33,first,2,208,31,177,12,12,0,0,0,0
1624998328651,t3.123.33,first,2,185,20,165,12,12,0,0,0,0
1624998329253,t3.123.33,first,2,224,12,212,12,12,0,0,0,0
1624998329666,t3.123.33,first,2,173,16,157,18,18,0,0,0,0
1624998330386,t3.123.33,first,2,234,26,208,18,18,0,0,0,0
1624998330620,t3.123.33,first,2,322,31,291,49,36,0,0,13,0
1624998330958,t3.123.33,first,2,169,15,154,56,24,0,0,32,0
1624998331904,t3.123.33,first,2,161,15,146,49,36,0,0,13,0
1624998332301,t3.123.33,first,2,256,0,256,12,12,0,0,0,0
1624998332653,t3.123.33,first,2,214,5,209,12,12,0,0,0,0
1624998332882,t3.123.33,first,2,141,16,125,24,24,0,0,0,0
1624998334021,t3.123.33,first,2,244,15,229,12,12,0,0,0,0
1624998334580,t3.123.33,first,2,193,21,172,18,18,0,0,0,0
1624998335265,t3.123.33,first,2,152,14,138,12,12,0,0,0,0
1624998335418,t3.123.33,first,2,95,16,79,24,24,0,0,0,0
1624998335857,t3.123.33,first,2,88,21,67,24,24,0,0,0,0
1624998336023,t3.123.33,first,2,157,15,142,12,12,0,0,0,0
1624998336702,t3.123.33,first,2,106,15,91,68,36,0,0,32,0
1624998336971,t3.123.33,first,2,176,29,147,49,36,0,0,13,0
1624998337616,t3.123.33,first,2,229,15,214,12,12,0,0,0,0
1624998337845,t3.123.33,first,2,99,24,75,36,36,0,0,0,0
1624998337945,t3.123.33,first,2,156,0,156,18,18,0,0,0,0
1624998338316,t3.123.33,first,2,175,16,159,12,12,0,0,0,0
1624998338601,t3.123.33,first,2,157,0,157,24,24,0,0,0,0
1624998338867,t3.123.33,first,2,155,16,139,12,12,0,0,0,0
1624998339022,t3.123.33,first,2,178,31,147,18,18,0,0,0,0
1624998339215,t3.123.33,first,2,105,33,72,24,24,0,0,0,0
1624998339320,t3.123.33,first,2,175,16,159,18,18,0,0,0,0
1624998339512,t3.123.33,first,2,98,0,98,30,30,0,0,0,0
1624998339637,t3.123.33,first,2,180,15,165,12,12,0,0,0,0
1624998339849,t3.123.33,first,2,77,0,77,24,24,0,0,0,0
1624998339988,t3.123.33,first,2,100,16,84,24,24,0,0,0,0
1624998340088,t3.123.33,first,2,162,15,147,12,12,0,0,0,0
1624998340250,t3.123.33,first,2,215,16,199,12,12,0,0,0,0
1624998340496,t3.123.33,first,2,103,29,74,68,36,0,0,32,0
1624998340600,t3.123.33,first,2,87,16,71,24,24,0,0,0,0
1624998340755,t3.123.33,first,2,115,17,98,12,12,0,0,0,0
1624998340901,t3.123.33,first,2,253,28,225,24,24,0,0,0,0
1624998341201,t3.123.33,first,2,86,30,56,24,24,0,0,0,0
1624998341303,t3.123.33,first,2,86,22,64,24,24,0,0,0,0
1624998341420,t3.123.33,first,2,147,16,131,12,12,0,0,0,0
1624998341583,t3.123.33,first,2,150,12,138,12,12,0,0,0,0
1624998341783,t3.123.33,first,2,91,16,75,24,24,0,0,0,0
1624998341905,t3.123.33,first,2,236,30,206,12,12,0,0,0,0
1624998342173,t3.123.33,first,2,83,0,83,24,24,0,0,0,0
1624998342287,t3.123.33,first,2,105,28,77,24,24,0,0,0,0
1624998342470,t3.123.33,first,2,146,19,127,12,12,0,0,0,0
1624998342632,t3.123.33,first,2,240,16,224,24,24,0,0,0,0
1624998342960,t3.123.33,first,2,154,30,124,12,12,0,0,0,0
1624998343114,t3.123.33,first,2,89,28,61,24,24,0,0,0,0
1624998343203,t3.123.33,first,2,114,0,114,24,24,0,0,0,0
1624998343383,t3.123.33,first,2,322,31,291,49,36,0,0,13,0
1624998343737,t3.123.33,first,2,176,33,143,30,30,0,0,0,0
1624998343913,t3.123.33,first,2,91,15,76,24,24,0,0,0,0
1624998344036,t3.123.33,first,2,90,21,69,24,24,0,0,0,0
1624998344235,t3.123.33,first,2,241,19,222,12,12,0,0,0,0
1624998344492,t3.123.33,first,2,250,17,233,49,36,0,0,13,0
1624998344757,t3.123.33,first,2,151,16,135,12,12,0,0,0,0
1624998344979,t3.123.33,first,2,218,15,203,12,12,0,0,0,0
1624998345276,t3.123.33,first,2,235,15,220,12,12,0,0,0,0
1624998345543,t3.123.33,first,2,250,21,229,30,30,0,0,0,0
1624998345840,t3.123.33,first,2,98,12,86,30,30,0,0,0,0
1624998345983,t3.123.33,first,2,86,24,62,24,24,0,0,0,0
1624998346085,t3.123.33,first,2,227,22,205,12,12,0,0,0,0
1624998346423,t3.123.33,first,2,191,17,174,24,24,0,0,0,0
1624998346627,t3.123.33,first,2,140,15,125,12,12,0,0,0,0
1624998346814,t3.123.33,first,2,202,16,186,12,12,0,0,0,0
1624998347063,t3.123.33,first,2,228,18,210,12,12,0,0,0,0
1624998347291,t3.123.33,first,2,176,28,148,18,18,0,0,0,0
1624998347468,t3.123.33,first,2,239,16,223,12,12,0,0,0,0
1624998347741,t3.123.33,first,2,156,22,134,12,12,0,0,0,0
